% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
56	1	9	3	0	0	7	0	1
56	1	4	1	0	4	26	0	1
58	1	9	3	0	2	18	0	1
61	1	9	3	0	4	26	0	1
63	1	9	3	0	2	18	0	1
66	1	4	1	0	2	18	0	1
71	1	9	3	0	8	49	0	1
71	1	4	1	0	2	18	0	1
73	1	9	3	0	10	57	0	1
76	1	9	3	0	8	49	0	1
78	1	9	3	0	10	57	0	1
81	1	9	3	0	2	18	0	1
81	1	4	1	0	0	7	0	1
83	1	9	3	0	4	26	0	1
86	1	4	1	0	0	7	0	1
88	1	9	3	0	8	49	0	1
91	1	9	3	0	4	26	0	1
93	1	9	3	0	2	18	0	1
96	1	9	3	0	4	26	0	1
98	1	9	3	0	0	7	0	1
101	1	9	3	0	2	18	0	1
169	1	9	3	0	4	26	0	1
170	1	5	4	0	6	32	0	1
170	1	4	1	0	0	7	0	1
171	1	4	1	0	2	18	0	1
173	1	9	3	0	0	7	0	1
174	1	9	3	0	4	26	0	1
175	1	5	4	0	6	32	0	1
175	1	4	1	0	0	7	0	1
176	1	4	1	0	2	18	0	1
178	1	9	3	0	0	7	0	1
178	1	10	9	0	4	26	0	1
179	1	8	11	0	0	7	0	1
179	1	9	3	0	4	26	0	1
180	1	2	10	0	0	7	0	1
181	1	6	12	0	4	26	0	1
181	1	8	11	0	2	18	0	1
181	1	4	1	0	2	18	0	1
182	1	3	15	0	2	18	0	1
183	1	9	3	0	0	7	0	1
183	1	10	9	0	4	26	0	1
184	1	8	11	0	0	7	0	1
185	1	2	10	0	0	7	0	1
186	1	6	12	0	4	26	0	1
186	1	8	11	0	2	18	0	1
187	1	3	15	0	2	18	0	1
188	1	10	9	0	6	32	0	1
189	1	9	3	0	4	26	0	1
190	1	2	10	0	0	7	0	1
192	1	3	15	0	0	7	0	1
194	1	9	3	0	4	26	0	1
195	1	2	10	0	0	7	0	1
196	1	6	12	0	2	18	0	1
198	1	10	9	0	4	26	0	1
199	1	9	3	0	2	18	0	1
200	1	2	10	0	0	7	0	1
201	1	6	12	0	2	18	0	1
203	1	10	9	0	4	26	0	1
204	1	9	3	0	2	18	0	1
205	1	2	10	0	0	7	0	1
208	1	10	9	0	8	49	0	1
210	1	2	10	0	0	7	0	1
214	1	9	3	0	2	18	0	1
215	1	2	10	0	0	7	0	1
218	1	10	9	0	6	32	0	1
219	1	9	3	0	2	18	0	1
220	1	2	10	0	0	7	0	1
223	1	10	9	0	6	32	0	1
225	1	2	10	0	0	7	0	1
229	1	9	3	0	4	26	0	1
230	1	2	10	0	0	7	0	1
234	1	9	3	0	4	26	0	1
235	1	2	10	0	0	7	0	1
240	1	2	10	0	0	7	0	1
245	1	2	10	0	0	7	0	1
250	1	2	10	0	0	7	0	1
255	1	2	10	0	0	7	0	1
260	1	2	10	0	0	7	0	1
265	1	2	10	0	0	7	0	1
270	1	2	10	0	0	7	0	1
275	1	2	10	0	0	7	0	1
280	1	2	10	0	0	7	0	1
285	1	2	10	0	0	7	0	1
290	1	2	10	0	0	7	0	1
295	1	2	10	0	0	7	0	1
300	1	2	10	0	0	7	0	1
305	1	2	10	0	0	7	0	1
310	1	2	10	0	0	7	0	1
315	1	2	10	0	0	7	0	1
320	1	2	10	0	0	7	0	1
325	1	2	10	0	0	7	0	1
327	1	4	1	0	0	7	0	1
329	1	7	2	0	2	18	0	1
329	1	9	3	0	2	18	0	1
330	1	5	4	0	0	7	0	1
330	1	7	2	0	4	26	0	1
330	1	9	3	0	6	32	0	1
330	1	2	10	0	0	7	0	1
331	1	5	4	0	0	7	0	1
331	1	7	2	0	2	18	0	1
331	1	9	3	0	6	32	0	1
331	1	4	1	0	0	7	0	1
332	1	7	2	0	2	18	0	1
332	1	4	1	0	0	7	0	1
333	1	5	4	0	0	7	0	1
333	1	9	3	0	4	26	0	1
334	1	7	2	0	2	18	0	1
334	1	9	3	0	2	18	0	1
335	1	5	4	0	0	7	0	1
335	1	7	2	0	4	26	0	1
335	1	9	3	0	6	32	0	1
335	1	2	10	0	0	7	0	1
336	1	5	4	0	0	7	0	1
336	1	7	2	0	2	18	0	1
336	1	9	3	0	6	32	0	1
336	1	4	1	0	0	7	0	1
337	1	7	2	0	2	18	0	1
337	1	8	11	0	0	7	0	1
337	1	4	1	0	0	7	0	1
338	1	5	4	0	0	7	0	1
338	1	8	11	0	0	7	0	1
338	1	9	3	0	4	26	0	1
338	1	10	9	0	2	18	0	1
339	1	7	2	0	4	26	0	1
339	1	8	11	0	2	18	0	1
340	1	7	2	0	0	7	0	1
341	1	8	11	0	4	26	0	1
341	1	9	3	0	0	7	0	1
342	1	7	2	0	0	7	0	1
342	1	8	11	0	0	7	0	1
342	1	3	15	0	2	18	0	1
343	1	8	11	0	0	7	0	1
343	1	9	3	0	2	18	0	1
343	1	10	9	0	2	18	0	1
344	1	7	2	0	0	7	0	1
344	1	8	11	0	2	18	0	1
344	1	9	3	0	0	7	0	1
346	1	7	2	0	6	32	0	1
346	1	8	11	0	4	26	0	1
347	1	3	15	0	2	18	0	1
348	1	9	3	0	2	18	0	1
348	1	10	9	0	12	73	0	1
349	1	9	3	0	0	7	0	1
351	1	7	2	0	6	32	0	1
351	1	8	11	0	4	26	0	1
353	1	9	3	0	2	18	0	1
353	1	10	9	0	6	32	0	1
354	1	8	11	0	0	7	0	1
356	1	8	11	0	0	7	0	1
357	1	3	15	0	4	26	0	1
358	1	9	3	0	0	7	0	1
358	1	10	9	0	6	32	0	1
359	1	8	11	0	0	7	0	1
361	1	7	2	0	0	7	0	1
361	1	8	11	0	2	18	0	1
362	1	3	15	0	4	26	0	1
363	1	10	9	0	10	57	0	1
364	1	8	11	0	0	7	0	1
366	1	7	2	0	0	7	0	1
366	1	8	11	0	2	18	0	1
367	1	3	15	0	6	32	0	1
368	1	10	9	0	2	18	0	1
369	1	8	11	0	0	7	0	1
371	1	8	11	0	0	7	0	1
373	1	10	9	0	4	26	0	1
374	1	8	11	0	0	7	0	1
378	1	10	9	0	2	18	0	1
379	1	8	11	0	0	7	0	1
384	1	8	11	0	0	7	0	1
388	1	10	9	0	2	18	0	1
389	1	8	11	0	0	7	0	1
393	1	10	9	0	2	18	0	1
394	1	8	11	0	0	7	0	1
398	1	10	9	0	2	18	0	1
399	1	8	11	0	0	7	0	1
403	1	10	9	0	0	7	0	1
404	1	8	11	0	0	7	0	1
408	1	10	9	0	0	7	0	1
409	1	8	11	0	0	7	0	1
413	1	10	9	0	0	7	0	1
414	1	8	11	0	0	7	0	1
418	1	10	9	0	0	7	0	1
419	1	8	11	0	0	7	0	1
423	1	10	9	0	0	7	0	1
424	1	8	11	0	0	7	0	1
428	1	10	9	0	0	7	0	1
429	1	8	11	0	0	7	0	1
433	1	10	9	0	0	7	0	1
434	1	8	11	0	0	7	0	1
438	1	10	9	0	0	7	0	1
439	1	8	11	0	0	7	0	1
443	1	10	9	0	0	7	0	1
444	1	8	11	0	0	7	0	1
448	1	10	9	0	0	7	0	1
449	1	8	11	0	0	7	0	1
453	1	10	9	0	0	7	0	1
454	1	8	11	0	0	7	0	1
458	1	10	9	0	0	7	0	1
459	1	8	11	0	0	7	0	1
463	1	10	9	0	0	7	0	1
464	1	8	11	0	0	7	0	1
468	1	10	9	0	0	7	0	1
469	1	8	11	0	0	7	0	1
473	1	10	9	0	0	7	0	1
474	1	8	11	0	0	7	0	1
478	1	10	9	0	0	7	0	1
479	1	8	11	0	0	7	0	1
483	1	10	9	0	0	7	0	1
484	1	8	11	0	0	7	0	1
488	1	10	9	0	0	7	0	1
489	1	8	11	0	0	7	0	1
489	1	9	3	0	0	7	0	1
489	1	4	1	0	0	7	0	1
490	1	5	4	0	0	7	0	1
490	1	7	2	0	0	7	0	1
490	1	4	1	0	4	26	0	1
491	1	5	4	0	0	7	0	1
491	1	4	1	0	0	7	0	1
493	1	5	4	0	0	7	0	1
493	1	9	3	0	6	32	0	1
493	1	10	9	0	0	7	0	1
494	1	5	4	0	2	18	0	1
494	1	8	11	0	0	7	0	1
494	1	9	3	0	0	7	0	1
494	1	4	1	0	0	7	0	1
495	1	5	4	0	0	7	0	1
495	1	7	2	0	0	7	0	1
495	1	4	1	0	4	26	0	1
496	1	5	4	0	0	7	0	1
496	1	4	1	0	0	7	0	1
497	1	8	11	0	2	18	0	1
498	1	5	4	0	0	7	0	1
498	1	6	12	0	4	26	0	1
498	1	9	3	0	6	32	0	1
498	1	10	9	0	2	18	0	1
499	1	5	4	0	2	18	0	1
499	1	9	3	0	0	7	0	1
499	1	4	1	0	0	7	0	1
500	1	2	10	0	0	7	0	1
501	1	5	4	0	0	7	0	1
501	1	6	12	0	4	26	0	1
501	1	4	1	0	0	7	0	1
502	1	6	12	0	2	18	0	1
502	1	8	11	0	2	18	0	1
502	1	3	15	0	0	7	0	1
503	1	6	12	0	4	26	0	1
504	1	5	4	0	2	18	0	1
505	1	3	15	0	0	7	0	1
505	1	2	10	0	0	7	0	1
506	1	5	4	0	0	7	0	1
506	1	6	12	0	4	26	0	1
506	1	4	1	0	0	7	0	1
507	1	6	12	0	2	18	0	1
507	1	3	15	0	0	7	0	1
510	1	3	15	0	0	7	0	1
510	1	2	10	0	0	7	0	1
514	1	5	4	0	4	26	0	1
515	1	3	15	0	0	7	0	1
515	1	2	10	0	0	7	0	1
519	1	5	4	0	4	26	0	1
520	1	3	15	0	0	7	0	1
520	1	2	10	0	0	7	0	1
525	1	3	15	0	0	7	0	1
525	1	2	10	0	0	7	0	1
530	1	3	15	0	0	7	0	1
530	1	2	10	0	0	7	0	1
535	1	3	15	0	0	7	0	1
535	1	2	10	0	0	7	0	1
540	1	3	15	0	0	7	0	1
540	1	2	10	0	0	7	0	1
545	1	3	15	0	0	7	0	1
545	1	2	10	0	0	7	0	1
550	1	3	15	0	0	7	0	1
550	1	2	10	0	0	7	0	1
555	1	3	15	0	0	7	0	1
555	1	2	10	0	0	7	0	1
560	1	3	15	0	0	7	0	1
560	1	2	10	0	0	7	0	1
565	1	3	15	0	0	7	0	1
565	1	2	10	0	0	7	0	1
570	1	3	15	0	0	7	0	1
570	1	2	10	0	0	7	0	1
575	1	3	15	0	0	7	0	1
575	1	2	10	0	0	7	0	1
580	1	3	15	0	0	7	0	1
580	1	2	10	0	0	7	0	1
585	1	3	15	0	0	7	0	1
585	1	2	10	0	0	7	0	1
590	1	3	15	0	0	7	0	1
590	1	2	10	0	0	7	0	1
595	1	3	15	0	0	7	0	1
595	1	2	10	0	0	7	0	1
600	1	3	15	0	0	7	0	1
600	1	2	10	0	0	7	0	1
605	1	3	15	0	0	7	0	1
605	1	2	10	0	0	7	0	1
610	1	3	15	0	0	7	0	1
610	1	2	10	0	0	7	0	1
615	1	3	15	0	0	7	0	1
615	1	2	10	0	0	7	0	1
620	1	3	15	0	0	7	0	1
620	1	2	10	0	0	7	0	1
625	1	3	15	0	0	7	0	1
625	1	2	10	0	0	7	0	1
630	1	3	15	0	0	7	0	1
630	1	2	10	0	0	7	0	1
635	1	3	15	0	0	7	0	1
635	1	2	10	0	0	7	0	1
640	1	3	15	0	0	7	0	1
640	1	2	10	0	0	7	0	1
645	1	3	15	0	0	7	0	1
645	1	2	10	0	0	7	0	1
649	1	7	2	0	0	7	0	1
650	1	9	3	0	8	49	0	1
650	1	3	15	0	0	7	0	1
650	1	2	10	0	0	7	0	1
651	1	7	2	0	4	26	0	1
653	1	9	3	0	4	26	0	1
654	1	5	4	0	4	26	0	1
654	1	7	2	0	0	7	0	1
655	1	9	3	0	8	49	0	1
655	1	3	15	0	0	7	0	1
655	1	2	10	0	0	7	0	1
655	1	10	9	0	2	18	0	1
656	1	7	2	0	4	26	0	1
657	1	8	11	0	0	7	0	1
657	1	10	9	0	0	7	0	1
658	1	6	12	0	4	26	0	1
658	1	9	3	0	4	26	0	1
659	1	5	4	0	4	26	0	1
659	1	7	2	0	0	7	0	1
659	1	8	11	0	2	18	0	1
659	1	2	10	0	4	26	0	1
659	1	10	9	0	6	32	0	1
660	1	10	9	0	2	18	0	1
661	1	7	2	0	2	18	0	1
662	1	8	11	0	0	7	0	1
662	1	10	9	0	0	7	0	1
663	1	6	12	0	4	26	0	1
663	1	9	3	0	4	26	0	1
663	1	3	15	0	4	26	0	1
664	1	8	11	0	2	18	0	1
664	1	2	10	0	4	26	0	1
664	1	10	9	0	6	32	0	1
665	1	9	3	0	4	26	0	1
665	1	10	9	0	0	7	0	1
666	1	7	2	0	0	7	0	1
667	1	8	11	0	0	7	0	1
667	1	10	9	0	0	7	0	1
668	1	3	15	0	4	26	0	1
669	1	2	10	0	0	7	0	1
669	1	10	9	0	0	7	0	1
670	1	9	3	0	4	26	0	1
672	1	8	11	0	0	7	0	1
672	1	10	9	0	0	7	0	1
673	1	3	15	0	0	7	0	1
677	1	8	11	0	0	7	0	1
677	1	10	9	0	0	7	0	1
678	1	3	15	0	0	7	0	1
682	1	8	11	0	0	7	0	1
682	1	10	9	0	0	7	0	1
683	1	3	15	0	0	7	0	1
687	1	8	11	0	0	7	0	1
687	1	10	9	0	0	7	0	1
688	1	3	15	0	0	7	0	1
692	1	8	11	0	0	7	0	1
692	1	10	9	0	0	7	0	1
693	1	3	15	0	0	7	0	1
697	1	8	11	0	0	7	0	1
697	1	10	9	0	0	7	0	1
698	1	3	15	0	0	7	0	1
702	1	8	11	0	0	7	0	1
702	1	10	9	0	0	7	0	1
703	1	3	15	0	0	7	0	1
707	1	8	11	0	0	7	0	1
707	1	10	9	0	0	7	0	1
708	1	3	15	0	0	7	0	1
712	1	8	11	0	0	7	0	1
712	1	10	9	0	0	7	0	1
713	1	3	15	0	0	7	0	1
717	1	8	11	0	0	7	0	1
717	1	10	9	0	0	7	0	1
718	1	3	15	0	0	7	0	1
722	1	8	11	0	0	7	0	1
722	1	10	9	0	0	7	0	1
723	1	3	15	0	0	7	0	1
727	1	8	11	0	0	7	0	1
727	1	10	9	0	0	7	0	1
728	1	3	15	0	0	7	0	1
732	1	8	11	0	0	7	0	1
732	1	10	9	0	0	7	0	1
733	1	3	15	0	0	7	0	1
737	1	8	11	0	0	7	0	1
737	1	10	9	0	0	7	0	1
738	1	3	15	0	0	7	0	1
742	1	8	11	0	0	7	0	1
742	1	10	9	0	0	7	0	1
743	1	3	15	0	0	7	0	1
747	1	8	11	0	0	7	0	1
747	1	10	9	0	0	7	0	1
748	1	3	15	0	0	7	0	1
752	1	8	11	0	0	7	0	1
752	1	10	9	0	0	7	0	1
753	1	3	15	0	0	7	0	1
757	1	8	11	0	0	7	0	1
757	1	10	9	0	0	7	0	1
758	1	3	15	0	0	7	0	1
762	1	8	11	0	0	7	0	1
762	1	10	9	0	0	7	0	1
763	1	3	15	0	0	7	0	1
767	1	8	11	0	0	7	0	1
767	1	10	9	0	0	7	0	1
768	1	3	15	0	0	7	0	1
772	1	8	11	0	0	7	0	1
772	1	10	9	0	0	7	0	1
773	1	3	15	0	0	7	0	1
777	1	8	11	0	0	7	0	1
777	1	10	9	0	0	7	0	1
778	1	3	15	0	0	7	0	1
782	1	8	11	0	0	7	0	1
782	1	10	9	0	0	7	0	1
783	1	3	15	0	0	7	0	1
787	1	8	11	0	0	7	0	1
787	1	10	9	0	0	7	0	1
788	1	3	15	0	0	7	0	1
792	1	8	11	0	0	7	0	1
792	1	10	9	0	0	7	0	1
793	1	3	15	0	0	7	0	1
797	1	8	11	0	0	7	0	1
797	1	10	9	0	0	7	0	1
798	1	3	15	0	0	7	0	1
802	1	8	11	0	0	7	0	1
802	1	10	9	0	0	7	0	1
803	1	3	15	0	0	7	0	1
807	1	8	11	0	0	7	0	1
807	1	10	9	0	0	7	0	1
808	1	3	15	0	0	7	0	1
810	1	7	2	0	2	18	0	1
811	1	5	4	0	0	7	0	1
811	1	7	2	0	4	26	0	1
811	1	4	1	0	2	18	0	1
812	1	7	2	0	2	18	0	1
812	1	8	11	0	0	7	0	1
812	1	10	9	0	0	7	0	1
813	1	5	4	0	0	7	0	1
813	1	9	3	0	2	18	0	1
813	1	3	15	0	0	7	0	1
814	1	5	4	0	2	18	0	1
815	1	7	2	0	2	18	0	1
815	1	10	9	0	4	26	0	1
816	1	5	4	0	0	7	0	1
816	1	7	2	0	4	26	0	1
816	1	4	1	0	2	18	0	1
817	1	7	2	0	2	18	0	1
817	1	8	11	0	4	26	0	1
817	1	10	9	0	0	7	0	1
818	1	5	4	0	0	7	0	1
818	1	9	3	0	2	18	0	1
818	1	3	15	0	0	7	0	1
819	1	5	4	0	2	18	0	1
819	1	6	12	0	4	26	0	1
819	1	8	11	0	2	18	0	1
819	1	10	9	0	10	57	0	1
820	1	7	2	0	2	18	0	1
820	1	10	9	0	4	26	0	1
821	1	6	12	0	0	7	0	1
821	1	7	2	0	6	32	0	1
821	1	8	11	0	4	26	0	1
821	1	4	1	0	2	18	0	1
821	1	3	15	0	2	18	0	1
822	1	6	12	0	6	32	0	1
822	1	7	2	0	4	26	0	1
822	1	3	15	0	2	18	0	1
822	1	1	16	0	2	18	0	1
824	1	5	4	0	2	18	0	1
824	1	6	12	0	4	26	0	1
824	1	8	11	0	2	18	0	1
824	1	10	9	0	10	57	0	1
825	1	10	9	0	2	18	0	1
826	1	6	12	0	0	7	0	1
826	1	7	2	0	4	26	0	1
826	1	8	11	0	4	26	0	1
826	1	3	15	0	2	18	0	1
827	1	6	12	0	6	32	0	1
827	1	7	2	0	6	32	0	1
827	1	8	11	0	0	7	0	1
827	1	3	15	0	2	18	0	1
827	1	1	16	0	2	18	0	1
829	1	6	12	0	2	18	0	1
829	1	8	11	0	6	32	0	1
829	1	10	9	0	6	32	0	1
830	1	10	9	0	0	7	0	1
831	1	8	11	0	0	7	0	1
832	1	7	2	0	0	7	0	1
832	1	8	11	0	0	7	0	1
832	1	3	15	0	0	7	0	1
834	1	8	11	0	6	32	0	1
835	1	10	9	0	4	26	0	1
836	1	7	2	0	4	26	0	1
836	1	8	11	0	2	18	0	1
837	1	6	12	0	0	7	0	1
837	1	3	15	0	2	18	0	1
839	1	10	9	0	2	18	0	1
840	1	10	9	0	4	26	0	1
841	1	7	2	0	4	26	0	1
841	1	8	11	0	2	18	0	1
842	1	6	12	0	0	7	0	1
842	1	3	15	0	2	18	0	1
844	1	10	9	0	2	18	0	1
845	1	10	9	0	2	18	0	1
846	1	7	2	0	6	32	0	1
847	1	3	15	0	4	26	0	1
849	1	10	9	0	6	32	0	1
850	1	10	9	0	6	32	0	1
852	1	3	15	0	0	7	0	1
854	1	10	9	0	2	18	0	1
855	1	10	9	0	0	7	0	1
856	1	7	2	0	0	7	0	1
861	1	7	2	0	0	7	0	1
864	1	10	9	0	0	7	0	1
866	1	7	2	0	0	7	0	1
869	1	10	9	0	0	7	0	1
871	1	7	2	0	0	7	0	1
874	1	10	9	0	0	7	0	1
876	1	7	2	0	0	7	0	1
879	1	10	9	0	0	7	0	1
881	1	7	2	0	0	7	0	1
884	1	10	9	0	0	7	0	1
886	1	7	2	0	0	7	0	1
889	1	10	9	0	0	7	0	1
891	1	7	2	0	0	7	0	1
894	1	10	9	0	0	7	0	1
896	1	7	2	0	0	7	0	1
899	1	10	9	0	0	7	0	1
901	1	7	2	0	0	7	0	1
904	1	10	9	0	0	7	0	1
906	1	7	2	0	0	7	0	1
909	1	10	9	0	0	7	0	1
911	1	7	2	0	0	7	0	1
914	1	10	9	0	0	7	0	1
916	1	7	2	0	0	7	0	1
919	1	10	9	0	0	7	0	1
921	1	7	2	0	0	7	0	1
924	1	10	9	0	0	7	0	1
926	1	7	2	0	0	7	0	1
929	1	10	9	0	0	7	0	1
931	1	7	2	0	0	7	0	1
934	1	10	9	0	0	7	0	1
936	1	7	2	0	0	7	0	1
939	1	10	9	0	0	7	0	1
941	1	7	2	0	0	7	0	1
944	1	10	9	0	0	7	0	1
946	1	7	2	0	0	7	0	1
949	1	10	9	0	0	7	0	1
951	1	7	2	0	0	7	0	1
954	1	10	9	0	0	7	0	1
956	1	7	2	0	0	7	0	1
959	1	10	9	0	0	7	0	1
961	1	7	2	0	0	7	0	1
964	1	10	9	0	0	7	0	1
966	1	7	2	0	0	7	0	1
967	1	4	1	0	6	32	0	1
969	1	7	2	0	2	18	0	1
969	1	9	3	0	2	18	0	1
969	1	10	9	0	0	7	0	1
970	1	5	4	0	0	7	0	1
970	1	9	3	0	4	26	0	1
970	1	4	1	0	2	18	0	1
972	1	7	2	0	0	7	0	1
972	1	4	1	0	6	32	0	1
973	1	9	3	0	6	32	0	1
974	1	7	2	0	2	18	0	1
974	1	9	3	0	2	18	0	1
974	1	10	9	0	0	7	0	1
975	1	5	4	0	0	7	0	1
975	1	9	3	0	4	26	0	1
975	1	4	1	0	2	18	0	1
977	1	7	2	0	0	7	0	1
977	1	10	9	0	2	18	0	1
978	1	8	11	0	0	7	0	1
978	1	9	3	0	6	32	0	1
979	1	6	12	0	0	7	0	1
979	1	7	2	0	4	26	0	1
979	1	8	11	0	4	26	0	1
979	1	9	3	0	2	18	0	1
980	1	9	3	0	0	7	0	1
981	1	6	12	0	0	7	0	1
981	1	8	11	0	0	7	0	1
982	1	10	9	0	2	18	0	1
983	1	8	11	0	0	7	0	1
984	1	6	12	0	0	7	0	1
984	1	7	2	0	4	26	0	1
984	1	8	11	0	4	26	0	1
984	1	9	3	0	2	18	0	1
986	1	6	12	0	0	7	0	1
986	1	8	11	0	0	7	0	1
987	1	10	9	0	4	26	0	1
988	1	9	3	0	4	26	0	1
989	1	9	3	0	4	26	0	1
991	1	6	12	0	0	7	0	1
991	1	8	11	0	0	7	0	1
992	1	10	9	0	2	18	0	1
993	1	9	3	0	4	26	0	1
996	1	6	12	0	0	7	0	1
996	1	8	11	0	0	7	0	1
997	1	10	9	0	4	26	0	1
998	1	9	3	0	0	7	0	1
999	1	9	3	0	0	7	0	1
1001	1	6	12	0	0	7	0	1
1001	1	8	11	0	0	7	0	1
1002	1	10	9	0	2	18	0	1
1004	1	9	3	0	0	7	0	1
1006	1	6	12	0	0	7	0	1
1006	1	8	11	0	0	7	0	1
1007	1	10	9	0	0	7	0	1
1009	1	9	3	0	0	7	0	1
1011	1	6	12	0	0	7	0	1
1011	1	8	11	0	0	7	0	1
1012	1	10	9	0	0	7	0	1
1014	1	9	3	0	0	7	0	1
1016	1	6	12	0	0	7	0	1
1016	1	8	11	0	0	7	0	1
1017	1	10	9	0	0	7	0	1
1019	1	9	3	0	0	7	0	1
1021	1	6	12	0	0	7	0	1
1021	1	8	11	0	0	7	0	1
1022	1	10	9	0	0	7	0	1
1024	1	9	3	0	0	7	0	1
1026	1	6	12	0	0	7	0	1
1026	1	8	11	0	0	7	0	1
1027	1	10	9	0	0	7	0	1
1029	1	9	3	0	0	7	0	1
1031	1	6	12	0	0	7	0	1
1031	1	8	11	0	0	7	0	1
1032	1	10	9	0	0	7	0	1
1034	1	9	3	0	0	7	0	1
1036	1	6	12	0	0	7	0	1
1036	1	8	11	0	0	7	0	1
1037	1	10	9	0	0	7	0	1
1039	1	9	3	0	0	7	0	1
1041	1	6	12	0	0	7	0	1
1041	1	8	11	0	0	7	0	1
1042	1	10	9	0	0	7	0	1
1044	1	9	3	0	0	7	0	1
1046	1	6	12	0	0	7	0	1
1046	1	8	11	0	0	7	0	1
1047	1	10	9	0	0	7	0	1
1049	1	9	3	0	0	7	0	1
1051	1	6	12	0	0	7	0	1
1051	1	8	11	0	0	7	0	1
1052	1	10	9	0	0	7	0	1
1054	1	9	3	0	0	7	0	1
1056	1	6	12	0	0	7	0	1
1056	1	8	11	0	0	7	0	1
1057	1	10	9	0	0	7	0	1
1059	1	9	3	0	0	7	0	1
1061	1	6	12	0	0	7	0	1
1061	1	8	11	0	0	7	0	1
1062	1	10	9	0	0	7	0	1
1064	1	9	3	0	0	7	0	1
1066	1	6	12	0	0	7	0	1
1066	1	8	11	0	0	7	0	1
1067	1	10	9	0	0	7	0	1
1069	1	9	3	0	0	7	0	1
1071	1	6	12	0	0	7	0	1
1071	1	8	11	0	0	7	0	1
1072	1	10	9	0	0	7	0	1
1074	1	9	3	0	0	7	0	1
1076	1	6	12	0	0	7	0	1
1076	1	8	11	0	0	7	0	1
1077	1	10	9	0	0	7	0	1
1079	1	9	3	0	0	7	0	1
1081	1	6	12	0	0	7	0	1
1081	1	8	11	0	0	7	0	1
1082	1	10	9	0	0	7	0	1
1084	1	9	3	0	0	7	0	1
1086	1	6	12	0	0	7	0	1
1086	1	8	11	0	0	7	0	1
1087	1	10	9	0	0	7	0	1
1089	1	9	3	0	0	7	0	1
1091	1	6	12	0	0	7	0	1
1091	1	8	11	0	0	7	0	1
1092	1	10	9	0	0	7	0	1
1094	1	9	3	0	0	7	0	1
1096	1	6	12	0	0	7	0	1
1096	1	8	11	0	0	7	0	1
1097	1	10	9	0	0	7	0	1
1099	1	9	3	0	0	7	0	1
1101	1	6	12	0	0	7	0	1
1101	1	8	11	0	0	7	0	1
1102	1	10	9	0	0	7	0	1
1104	1	9	3	0	0	7	0	1
1106	1	6	12	0	0	7	0	1
1106	1	8	11	0	0	7	0	1
1107	1	10	9	0	0	7	0	1
1109	1	9	3	0	0	7	0	1
1111	1	6	12	0	0	7	0	1
1111	1	8	11	0	0	7	0	1
1112	1	10	9	0	0	7	0	1
1114	1	9	3	0	0	7	0	1
1116	1	6	12	0	0	7	0	1
1116	1	8	11	0	0	7	0	1
1117	1	10	9	0	0	7	0	1
1119	1	9	3	0	0	7	0	1
1121	1	6	12	0	0	7	0	1
1121	1	8	11	0	0	7	0	1
1122	1	10	9	0	0	7	0	1
1124	1	9	3	0	0	7	0	1
1126	1	6	12	0	0	7	0	1
1126	1	8	11	0	0	7	0	1
1127	1	10	9	0	0	7	0	1
1129	1	7	2	0	0	7	0	1
1129	1	9	3	0	2	18	0	1
1130	1	9	3	0	4	26	0	1
1131	1	6	12	0	0	7	0	1
1131	1	7	2	0	2	18	0	1
1131	1	8	11	0	0	7	0	1
1131	1	4	1	0	0	7	0	1
1132	1	10	9	0	0	7	0	1
1133	1	9	3	0	6	32	0	1
1134	1	7	2	0	0	7	0	1
1134	1	9	3	0	2	18	0	1
1135	1	9	3	0	4	26	0	1
1136	1	6	12	0	0	7	0	1
1136	1	7	2	0	2	18	0	1
1136	1	8	11	0	0	7	0	1
1136	1	4	1	0	0	7	0	1
1137	1	10	9	0	0	7	0	1
1138	1	6	12	0	0	7	0	1
1138	1	8	11	0	0	7	0	1
1138	1	9	3	0	6	32	0	1
1138	1	10	9	0	4	26	0	1
1139	1	6	12	0	0	7	0	1
1139	1	8	11	0	2	18	0	1
1141	1	7	2	0	2	18	0	1
1142	1	6	12	0	0	7	0	1
1142	1	10	9	0	0	7	0	1
1143	1	6	12	0	0	7	0	1
1143	1	8	11	0	0	7	0	1
1143	1	9	3	0	4	26	0	1
1143	1	10	9	0	4	26	0	1
1144	1	6	12	0	0	7	0	1
1144	1	8	11	0	2	18	0	1
1144	1	9	3	0	4	26	0	1
1146	1	7	2	0	4	26	0	1
1147	1	6	12	0	0	7	0	1
1147	1	10	9	0	0	7	0	1
1148	1	10	9	0	2	18	0	1
1149	1	8	11	0	4	26	0	1
1149	1	9	3	0	4	26	0	1
1151	1	7	2	0	2	18	0	1
1152	1	6	12	0	0	7	0	1
1152	1	10	9	0	0	7	0	1
1153	1	9	3	0	2	18	0	1
1153	1	10	9	0	0	7	0	1
1154	1	9	3	0	2	18	0	1
1156	1	7	2	0	0	7	0	1
1157	1	6	12	0	0	7	0	1
1157	1	10	9	0	0	7	0	1
1158	1	9	3	0	2	18	0	1
1158	1	10	9	0	0	7	0	1
1159	1	8	11	0	0	7	0	1
1159	1	9	3	0	0	7	0	1
1162	1	6	12	0	0	7	0	1
1162	1	10	9	0	0	7	0	1
1164	1	8	11	0	0	7	0	1
1164	1	9	3	0	0	7	0	1
