% time	cellId	IMSI	RNTI	rsrp	sinr
0.0212143	1	5	4	7.23876e-15	38.333
0.0212143	1	6	0	3.73238e-16	1.97649
0.0212143	1	7	2	4.838e-16	2.56198
0.0212143	1	8	0	1.58074e-15	8.37082
0.0212143	1	9	3	1.95411e-15	10.348
0.0212143	1	4	1	1.64099e-14	86.8992
0.0212143	1	3	0	6.19472e-16	3.28043
0.0212143	1	2	0	5.31882e-16	2.81659
0.0212143	1	10	0	2.77686e-15	14.7049
0.0222143	1	1	0	2.74671e-17	0.145453
0.0222143	1	5	4	1.56769e-15	8.30174
0.0222143	1	6	0	1.3229e-15	7.00545
0.0222143	1	7	2	4.74587e-16	2.51319
0.0222143	1	8	0	4.78118e-15	25.3188
0.0222143	1	9	3	9.61198e-15	50.9004
0.0222143	1	4	1	8.05896e-15	42.6764
0.0222143	1	3	0	1.36429e-15	7.22463
0.0222143	1	2	0	1.92269e-15	10.1817
0.0222143	1	10	0	1.79715e-15	9.51683
0.0232143	1	1	0	7.96255e-17	0.421658
0.0232143	1	5	4	3.29612e-15	17.4547
0.0232143	1	6	0	3.01667e-15	15.9748
0.0232143	1	7	2	9.52279e-16	5.04281
0.0232143	1	8	0	5.1234e-15	27.1311
0.0232143	1	9	3	1.32282e-14	70.0501
0.0232143	1	4	1	9.80221e-16	5.19078
0.0232143	1	3	0	4.449e-15	23.5597
0.0232143	1	2	0	2.13243e-15	11.2923
0.0232143	1	10	0	5.16348e-15	27.3433
0.0242143	1	1	0	1.34514e-16	0.712321
0.0242143	1	5	4	8.29067e-15	43.9034
0.0242143	1	6	0	2.85199e-15	15.1028
0.0242143	1	7	2	1.93688e-15	10.2568
0.0242143	1	8	0	2.57998e-15	13.6624
0.0242143	1	9	3	8.75328e-15	46.3532
0.0242143	1	4	1	8.94299e-16	4.73578
0.0242143	1	3	0	7.60785e-15	40.2875
0.0242143	1	2	0	1.01526e-15	5.37633
0.0242143	1	10	0	1.22022e-14	64.6168
0.0252143	1	1	0	1.40319e-16	0.743065
0.0252143	1	5	4	9.45021e-15	50.0438
0.0252143	1	6	0	1.01803e-15	5.39099
0.0252143	1	7	2	2.59914e-15	13.7638
0.0252143	1	8	0	6.07329e-16	3.21613
0.0252143	1	9	3	4.07328e-15	21.5701
0.0252143	1	4	1	3.73261e-15	19.7661
0.0252143	1	3	0	8.20648e-15	43.4576
0.0252143	1	2	0	1.79995e-16	0.953167
0.0252143	1	10	0	2.01058e-14	106.47
0.0262143	1	1	0	2.08839e-16	1.10591
0.0262143	1	5	4	6.1343e-15	32.4843
0.0262143	1	6	12	1.9418e-16	1.02829
0.0262143	1	7	2	2.42752e-15	12.855
0.0262143	1	8	11	6.91854e-16	3.66373
0.0262143	1	9	3	4.9323e-15	26.1191
0.0262143	1	4	1	3.53376e-15	18.7131
0.0262143	1	3	0	6.53532e-15	34.6079
0.0262143	1	2	10	3.26515e-16	1.72907
0.0262143	1	10	9	2.25913e-14	119.633
0.0272143	1	1	0	3.58952e-16	1.90084
0.0272143	1	5	4	3.34503e-15	17.7137
0.0272143	1	6	12	1.25217e-15	6.63088
0.0272143	1	7	2	1.69718e-15	8.98746
0.0272143	1	8	11	1.63721e-15	8.66988
0.0272143	1	9	3	7.75164e-15	41.049
0.0272143	1	4	1	8.80465e-16	4.66252
0.0272143	1	3	0	4.97361e-15	26.3379
0.0272143	1	2	10	7.06988e-16	3.74387
0.0272143	1	10	9	1.60675e-14	85.0858
0.0282143	1	1	0	4.34159e-16	2.2991
0.0282143	1	5	4	3.8623e-15	20.4529
0.0282143	1	6	12	2.05664e-15	10.891
0.0282143	1	7	2	9.78303e-16	5.18062
0.0282143	1	8	11	2.35563e-15	12.4743
0.0282143	1	9	3	7.12236e-15	37.7166
0.0282143	1	4	1	1.40346e-16	0.743207
0.0282143	1	3	0	4.73574e-15	25.0782
0.0282143	1	2	10	9.56393e-16	5.0646
0.0282143	1	10	9	6.37282e-15	33.7474
0.0292143	1	1	0	3.28615e-16	1.74019
0.0292143	1	5	4	5.32823e-15	28.2158
0.0292143	1	6	12	1.19461e-15	6.3261
0.0292143	1	7	2	5.23946e-16	2.77457
0.0292143	1	8	11	2.36858e-15	12.5429
0.0292143	1	9	3	3.46391e-15	18.3432
0.0292143	1	4	1	2.26793e-15	12.0099
0.0292143	1	3	0	4.91362e-15	26.0202
0.0292143	1	2	10	1.61891e-15	8.57297
0.0292143	1	10	9	2.41477e-15	12.7875
0.0302143	1	1	0	1.41853e-16	0.751185
0.0302143	1	5	4	4.78631e-15	25.346
0.0302143	1	6	12	1.13221e-16	0.599562
0.0302143	1	7	2	5.36941e-16	2.84338
0.0302143	1	8	11	1.19357e-15	6.32059
0.0302143	1	9	3	7.69399e-16	4.07437
0.0302143	1	4	1	4.61145e-15	24.4201
0.0302143	1	3	0	4.27346e-15	22.6302
0.0302143	1	2	10	2.6288e-15	13.9209
0.0302143	1	10	9	3.92163e-15	20.7671
0.0312143	1	1	0	3.22154e-17	0.170597
0.0312143	1	5	4	2.55994e-15	13.5562
0.0312143	1	6	12	1.57386e-16	0.83344
0.0312143	1	7	2	1.35144e-15	7.15657
0.0312143	1	8	11	1.2023e-16	0.636683
0.0312143	1	9	3	4.03638e-16	2.13747
0.0312143	1	4	1	5.40719e-15	28.6339
0.0312143	1	3	0	2.91099e-15	15.4152
0.0312143	1	2	10	2.78703e-15	14.7588
0.0312143	1	10	9	3.72035e-15	19.7012
0.0322143	1	1	16	1.32536e-17	0.0701846
0.0322143	1	5	4	7.96591e-16	4.21837
0.0322143	1	6	12	4.09785e-16	2.17002
0.0322143	1	7	2	2.81899e-15	14.928
0.0322143	1	8	11	2.35849e-15	12.4894
0.0322143	1	9	3	6.89068e-16	3.64897
0.0322143	1	4	1	5.05066e-15	26.7459
0.0322143	1	3	15	1.71079e-15	9.05951
0.0322143	1	2	10	1.55054e-15	8.21094
0.0322143	1	10	9	2.80533e-15	14.8557
0.0332143	1	1	16	5.40882e-18	0.0286425
0.0332143	1	5	4	2.76157e-16	1.46239
0.0332143	1	6	12	1.82703e-16	0.967508
0.0332143	1	7	2	3.70285e-15	19.6085
0.0332143	1	8	11	8.04958e-15	42.6267
0.0332143	1	9	3	4.29964e-16	2.27688
0.0332143	1	4	1	3.97835e-15	21.0675
