% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.021	1	4	3	2	1	0	81	0	0
0.022	1	4	3	3	1	0	81	0	0
0.023	1	4	3	4	1	0	81	0	0
0.024	1	4	3	5	1	0	81	0	0
0.025	1	4	3	6	1	0	81	0	0
0.026	1	4	3	7	1	22	1383	0	0
0.027	1	4	3	8	1	22	1383	0	0
0.028	1	9	3	9	3	20	1191	0	0
0.029	1	9	3	10	3	20	1191	0	0
0.03	1	5	4	1	4	20	1191	0	0
0.031	1	10	4	2	9	22	1383	0	0
0.032	1	10	4	3	9	22	1383	0	0
0.033	1	9	4	4	3	18	967	0	0
0.034	1	10	4	5	9	18	967	0	0
0.035	1	5	4	6	4	16	903	0	0
0.036	1	4	4	7	1	16	903	0	0
0.037	1	4	4	8	1	16	903	0	0
0.038	1	4	4	9	1	14	775	0	0
0.039	1	10	4	10	9	24	1620	0	0
0.04	1	10	5	1	9	24	1620	0	0
0.041	1	10	5	2	9	26	1836	0	0
0.042	1	10	5	3	9	26	1836	0	0
0.043	1	8	5	4	11	22	1383	0	0
0.044	1	8	5	5	11	22	1383	0	0
0.045	1	8	5	6	11	24	1620	0	0
0.046	1	8	5	7	11	24	1620	0	0
0.047	1	10	5	8	9	24	1620	0	0
0.048	1	10	5	9	9	24	1620	0	0
0.049	1	10	5	10	9	26	1836	0	0
0.05	1	10	6	1	9	26	1836	0	0
0.051	1	10	6	2	9	22	1383	0	0
0.052	1	7	6	3	2	22	1383	0	0
0.053	1	7	6	4	2	22	1383	0	0
0.054	1	7	6	5	2	20	1191	0	0
0.055	1	8	6	6	11	24	1620	0	0
0.056	1	8	6	7	11	24	1620	0	0
0.057	1	9	6	8	3	22	1383	0	0
0.058	1	9	6	9	3	22	1383	0	0
0.059	1	9	6	10	3	22	1383	0	0
0.06	1	8	7	1	11	20	1191	0	0
0.061	1	5	7	2	4	18	967	0	0
0.062	1	9	7	3	3	20	1191	0	0
0.063	1	6	7	4	12	22	1383	0	0
0.064	1	9	7	5	3	22	1383	0	0
0.065	1	9	7	6	3	22	1383	0	0
0.066	1	9	7	7	3	24	1620	0	0
0.067	1	9	7	8	3	24	1620	0	0
0.068	1	10	7	9	9	16	903	0	0
0.069	1	8	7	10	11	16	903	0	0
0.07	1	9	8	1	3	22	1383	0	0
0.071	1	9	8	2	3	22	1383	0	0
0.072	1	9	8	3	3	24	1620	0	0
0.073	1	9	8	4	3	24	1620	0	0
0.074	1	4	8	5	1	18	967	0	0
0.075	1	10	8	6	9	20	1191	0	0
0.076	1	9	8	7	3	24	1620	0	0
0.077	1	9	8	8	3	24	1620	0	0
0.078	1	9	8	9	3	24	1620	0	0
0.079	1	9	8	10	3	24	1620	0	0
0.08	1	9	9	1	3	22	1383	0	0
0.081	1	9	9	2	3	22	1383	0	0
0.082	1	8	9	3	11	20	1191	0	0
0.083	1	8	9	4	11	20	1191	0	0
0.084	1	8	9	5	11	20	1191	0	0
0.085	1	10	9	6	9	20	1191	0	0
0.086	1	9	9	7	3	22	1383	0	0
0.087	1	9	9	8	3	22	1383	0	0
0.088	1	5	9	9	4	22	1383	0	0
0.089	1	5	9	10	4	22	1383	0	0
0.09	1	7	10	1	2	18	967	0	0
0.091	1	7	10	2	2	18	967	0	0
0.092	1	7	10	3	2	18	967	0	0
0.093	1	7	10	4	2	18	967	0	0
0.094	1	9	10	5	3	22	1383	0	0
0.095	1	9	10	6	3	22	1383	0	0
0.096	1	9	10	7	3	24	1620	0	0
0.097	1	9	10	8	3	24	1620	0	0
0.098	1	10	10	9	9	22	1383	0	0
0.099	1	10	10	10	9	22	1383	0	0
0.1	1	10	11	1	9	22	1383	0	0
0.101	1	8	11	2	11	18	967	0	0
0.102	1	7	11	3	2	20	1191	0	0
0.103	1	10	11	4	9	26	1836	0	0
0.104	1	10	11	5	9	26	1836	0	0
0.105	1	10	11	6	9	26	1836	0	0
0.106	1	10	11	7	9	26	1836	0	0
0.107	1	9	11	8	3	20	1191	0	0
0.108	1	7	11	9	2	20	1191	0	0
0.109	1	6	11	10	12	22	1383	0	0
0.11	1	6	12	1	12	22	1383	0	0
0.111	1	8	12	2	11	22	1383	0	0
0.112	1	8	12	3	11	22	1383	0	0
0.113	1	10	12	4	9	22	1383	0	0
0.114	1	10	12	5	9	22	1383	0	0
0.115	1	4	12	6	1	20	1191	0	0
0.116	1	4	12	7	1	18	967	0	0
0.117	1	10	12	8	9	24	1620	0	0
0.118	1	10	12	9	9	24	1620	0	0
0.119	1	7	12	10	2	22	1383	0	0
0.12	1	10	13	1	9	22	1383	0	0
0.121	1	9	13	2	3	20	1191	0	0
0.122	1	4	13	3	1	20	1191	0	0
0.123	1	4	13	4	1	20	1191	0	0
0.124	1	7	13	5	2	22	1383	0	0
0.125	1	7	13	6	2	22	1383	0	0
0.126	1	7	13	7	2	18	967	0	0
0.127	1	6	13	8	12	22	1383	0	0
0.128	1	6	13	9	12	22	1383	0	0
0.129	1	6	13	10	12	20	1191	0	0
0.13	1	6	14	1	12	20	1191	0	0
0.131	1	10	14	2	9	22	1383	0	0
0.132	1	7	14	3	2	22	1383	0	0
0.133	1	7	14	4	2	22	1383	0	0
0.134	1	7	14	5	2	20	1191	0	0
0.135	1	10	14	6	9	22	1383	0	0
0.136	1	10	14	7	9	22	1383	0	0
0.137	1	10	14	8	9	22	1383	0	0
0.138	1	10	14	9	9	22	1383	0	0
0.139	1	10	14	10	9	20	1191	0	0
0.14	1	9	15	1	3	22	1383	0	0
0.141	1	10	15	2	9	26	1836	0	0
0.142	1	10	15	3	9	26	1836	0	0
0.143	1	6	15	4	12	22	1383	0	0
0.144	1	6	15	5	12	22	1383	0	0
0.145	1	7	15	6	2	18	967	0	0
0.146	1	9	15	7	3	20	1191	0	0
0.147	1	8	15	8	11	22	1383	0	0
0.148	1	8	15	9	11	22	1383	0	0
0.149	1	8	15	10	11	20	1191	0	0
0.15	1	8	16	1	11	20	1191	0	0
0.151	1	4	16	2	1	18	967	0	0
0.152	1	9	16	3	3	20	1191	0	0
0.153	1	9	16	4	3	20	1191	0	0
0.154	1	9	16	5	3	22	1383	0	0
0.155	1	10	16	6	9	24	1620	0	0
0.156	1	10	16	7	9	24	1620	0	0
0.157	1	10	16	8	9	22	1383	0	0
0.158	1	5	16	9	4	22	1383	0	0
0.159	1	5	16	10	4	22	1383	0	0
0.16	1	5	17	1	4	24	1620	0	0
0.161	1	5	17	2	4	24	1620	0	0
0.162	1	5	17	3	4	22	1383	0	0
0.163	1	5	17	4	4	22	1383	0	0
0.164	1	5	17	5	4	20	1191	0	0
0.165	1	10	17	6	9	22	1383	0	0
0.166	1	10	17	7	9	22	1383	0	0
0.167	1	10	17	8	9	20	1191	0	0
0.168	1	7	17	9	2	20	1191	0	0
0.169	1	10	17	10	9	22	1383	0	0
0.17	1	10	18	1	9	22	1383	0	0
0.171	1	7	18	2	2	20	1191	0	0
0.172	1	7	18	3	2	22	1383	0	0
0.173	1	7	18	4	2	22	1383	0	0
0.174	1	7	18	5	2	20	1191	0	0
0.175	1	8	18	6	11	22	1383	0	0
0.176	1	4	18	7	1	16	903	0	0
0.177	1	8	18	8	11	22	1383	0	0
0.178	1	8	18	9	11	22	1383	0	0
0.179	1	8	18	10	11	20	1191	0	0
0.18	1	9	19	1	3	22	1383	0	0
0.181	1	9	19	2	3	22	1383	0	0
0.182	1	10	19	3	9	14	775	0	0
0.183	1	10	19	4	9	16	903	0	0
0.184	1	10	19	5	9	16	903	0	0
0.185	1	10	19	6	9	18	967	0	0
0.186	1	10	19	7	9	18	967	0	0
0.187	1	10	19	8	9	22	1383	0	0
0.188	1	10	19	9	9	22	1383	0	0
0.189	1	10	19	10	9	20	1191	0	0
0.19	1	10	20	1	9	20	1191	0	0
0.191	1	10	20	2	9	22	1383	0	0
0.192	1	10	20	3	9	22	1383	0	0
0.193	1	10	20	4	9	18	967	0	0
0.194	1	9	20	5	3	24	1620	0	0
0.195	1	9	20	6	3	24	1620	0	0
0.196	1	9	20	7	3	22	1383	0	0
0.197	1	9	20	8	3	22	1383	0	0
0.198	1	9	20	9	3	22	1383	0	0
0.199	1	9	20	10	3	22	1383	0	0
0.2	1	9	21	1	3	22	1383	0	0
0.201	1	10	21	2	9	20	1191	0	0
0.202	1	10	21	3	9	20	1191	0	0
0.203	1	10	21	4	9	24	1620	0	0
0.204	1	10	21	5	9	24	1620	0	0
0.205	1	10	21	6	9	22	1383	0	0
0.206	1	10	21	7	9	22	1383	0	0
0.207	1	10	21	8	9	16	903	0	0
0.208	1	10	21	9	9	16	903	0	0
0.209	1	9	21	10	3	22	1383	0	0
0.21	1	9	22	1	3	22	1383	0	0
0.211	1	10	22	2	9	18	967	0	0
0.212	1	10	22	3	9	18	967	0	0
0.213	1	6	22	4	12	24	1620	0	0
0.214	1	9	22	5	3	20	1191	0	0
0.215	1	9	22	6	3	20	1191	0	0
0.216	1	6	22	7	12	24	1620	0	0
0.217	1	5	22	8	4	22	1383	0	0
0.218	1	6	22	9	12	20	1191	0	0
0.219	1	8	22	10	11	22	1383	0	0
0.22	1	9	23	1	3	20	1191	0	0
0.221	1	9	23	2	3	20	1191	0	0
0.222	1	8	23	3	11	20	1191	0	0
0.223	1	7	23	4	2	20	1191	0	0
0.224	1	9	23	5	3	16	903	0	0
0.225	1	10	23	6	9	16	903	0	0
0.226	1	10	23	7	9	16	903	0	0
0.227	1	10	23	8	9	18	967	0	0
0.228	1	10	23	9	9	18	967	0	0
0.229	1	10	23	10	9	18	967	0	0
0.23	1	10	24	1	9	18	967	0	0
0.231	1	10	24	2	9	16	903	0	0
0.232	1	10	24	3	9	16	903	0	0
0.233	1	10	24	4	9	14	775	0	0
0.234	1	10	24	5	9	14	775	0	0
0.235	1	10	24	6	9	18	967	0	0
0.236	1	10	24	7	9	18	967	0	0
0.237	1	10	24	8	9	20	1191	0	0
0.238	1	10	24	9	9	20	1191	0	0
0.239	1	8	24	10	11	28	2196	0	0
0.24	1	8	25	1	11	28	2196	0	0
0.241	1	7	25	2	2	22	1383	0	0
0.242	1	7	25	3	2	24	1620	0	0
0.243	1	8	25	4	11	26	1836	0	0
0.244	1	8	25	5	11	26	1836	0	0
0.245	1	8	25	6	11	28	2196	0	0
0.246	1	8	25	7	11	28	2196	0	0
0.247	1	9	25	8	3	18	967	0	0
0.248	1	9	25	9	3	20	1191	0	0
0.249	1	10	25	10	9	18	967	0	0
0.25	1	10	26	1	9	18	967	0	0
0.251	1	10	26	2	9	20	1191	0	0
0.252	1	10	26	3	9	20	1191	0	0
0.253	1	9	26	4	3	24	1620	0	0
0.254	1	10	26	5	9	18	967	0	0
0.255	1	8	26	6	11	18	967	0	0
0.256	1	9	26	7	3	20	1191	0	0
0.257	1	10	26	8	9	16	903	0	0
0.258	1	10	26	9	9	16	903	0	0
0.259	1	10	26	10	9	20	1191	0	0
0.26	1	10	27	1	9	20	1191	0	0
0.261	1	9	27	2	3	20	1191	0	0
0.262	1	9	27	3	3	24	1620	0	0
0.263	1	9	27	4	3	24	1620	0	0
0.264	1	10	27	5	9	18	967	0	0
0.265	1	10	27	6	9	16	903	0	0
0.266	1	10	27	7	9	16	903	0	0
0.267	1	9	27	8	3	20	1191	0	0
0.268	1	9	27	9	3	16	903	0	0
0.269	1	9	27	10	3	16	903	0	0
0.27	1	8	28	1	11	18	967	0	0
0.271	1	10	28	2	9	20	1191	0	0
0.272	1	10	28	3	9	20	1191	0	0
0.273	1	10	28	4	9	24	1620	0	0
0.274	1	10	28	5	9	24	1620	0	0
0.275	1	9	28	6	3	22	1383	0	0
0.276	1	10	28	7	9	14	775	0	0
0.277	1	10	28	8	9	16	903	0	0
0.278	1	10	28	9	9	16	903	0	0
0.279	1	7	28	10	2	22	1383	0	0
0.28	1	9	29	1	3	22	1383	0	0
0.281	1	9	29	2	3	22	1383	0	0
0.282	1	9	29	3	3	24	1620	0	0
0.283	1	9	29	4	3	24	1620	0	0
0.284	1	9	29	5	3	22	1383	0	0
0.285	1	10	29	6	9	20	1191	0	0
0.286	1	10	29	7	9	20	1191	0	0
0.287	1	10	29	8	9	20	1191	0	0
0.288	1	10	29	9	9	20	1191	0	0
0.289	1	10	29	10	9	22	1383	0	0
0.29	1	10	30	1	9	22	1383	0	0
0.291	1	10	30	2	9	24	1620	0	0
0.292	1	10	30	3	9	24	1620	0	0
0.293	1	10	30	4	9	14	775	0	0
0.294	1	9	30	5	3	22	1383	0	0
0.295	1	10	30	6	9	18	967	0	0
0.296	1	10	30	7	9	18	967	0	0
0.297	1	10	30	8	9	22	1383	0	0
0.298	1	10	30	9	9	22	1383	0	0
0.299	1	10	30	10	9	26	1836	0	0
0.3	1	10	31	1	9	26	1836	0	0
0.301	1	10	31	2	9	18	967	0	0
0.302	1	10	31	3	9	18	967	0	0
0.303	1	10	31	4	9	22	1383	0	0
0.304	1	10	31	5	9	22	1383	0	0
0.305	1	10	31	6	9	22	1383	0	0
0.306	1	10	31	7	9	22	1383	0	0
0.307	1	8	31	8	11	22	1383	0	0
0.308	1	7	31	9	2	26	1836	0	0
0.309	1	7	31	10	2	26	1836	0	0
0.31	1	10	32	1	9	14	775	0	0
0.311	1	10	32	2	9	18	967	0	0
0.312	1	10	32	3	9	18	967	0	0
0.313	1	10	32	4	9	20	1191	0	0
0.314	1	10	32	5	9	20	1191	0	0
0.315	1	9	32	6	3	22	1383	0	0
0.316	1	9	32	7	3	20	1191	0	0
0.317	1	10	32	8	9	14	775	0	0
0.318	1	10	32	9	9	14	775	0	0
0.319	1	10	32	10	9	20	1191	0	0
0.32	1	10	33	1	9	20	1191	0	0
0.321	1	10	33	2	9	14	775	0	0
0.322	1	10	33	3	9	14	775	0	0
0.323	1	10	33	4	9	20	1191	0	0
0.324	1	10	33	5	9	20	1191	0	0
0.325	1	10	33	6	9	26	1836	0	0
0.326	1	10	33	7	9	26	1836	0	0
0.327	1	10	33	8	9	18	967	0	0
0.328	1	10	33	9	9	18	967	0	0
0.329	1	10	33	10	9	24	1620	0	0
0.33	1	10	34	1	9	24	1620	0	0
0.331	1	10	34	2	9	22	1383	0	0
0.332	1	10	34	3	9	22	1383	0	0
0.333	1	10	34	4	9	20	1191	0	0
0.334	1	10	34	5	9	20	1191	0	0
0.335	1	10	34	6	9	26	1836	0	0
0.336	1	10	34	7	9	26	1836	0	0
0.337	1	7	34	8	2	22	1383	0	0
0.338	1	9	34	9	3	20	1191	0	0
0.339	1	10	34	10	9	26	1836	0	0
0.34	1	10	35	1	9	26	1836	0	0
0.341	1	10	35	2	9	24	1620	0	0
0.342	1	10	35	3	9	24	1620	0	0
0.343	1	10	35	4	9	16	903	0	0
0.344	1	10	35	5	9	16	903	0	0
0.345	1	10	35	6	9	16	903	0	0
0.346	1	10	35	7	9	16	903	0	0
0.347	1	10	35	8	9	20	1191	0	0
0.348	1	10	35	9	9	20	1191	0	0
0.349	1	10	35	10	9	24	1620	0	0
0.35	1	10	36	1	9	24	1620	0	0
0.351	1	10	36	2	9	24	1620	0	0
0.352	1	10	36	3	9	24	1620	0	0
0.353	1	10	36	4	9	12	597	0	0
0.354	1	10	36	5	9	12	597	0	0
0.355	1	10	36	6	9	14	775	0	0
0.356	1	9	36	7	3	22	1383	0	0
0.357	1	9	36	8	3	22	1383	0	0
0.358	1	9	36	9	3	22	1383	0	0
0.359	1	10	36	10	9	18	967	0	0
0.36	1	10	37	1	9	18	967	0	0
0.361	1	10	37	2	9	18	967	0	0
0.362	1	10	37	3	9	18	967	0	0
0.363	1	9	37	4	3	20	1191	0	0
0.364	1	9	37	5	3	22	1383	0	0
0.365	1	9	37	6	3	22	1383	0	0
0.366	1	10	37	7	9	14	775	0	0
0.367	1	10	37	8	9	22	1383	0	0
0.368	1	10	37	9	9	22	1383	0	0
0.369	1	10	37	10	9	20	1191	0	0
0.37	1	10	38	1	9	20	1191	0	0
0.371	1	6	38	2	12	28	2196	0	0
0.372	1	6	38	3	12	28	2196	0	0
0.373	1	9	38	4	3	18	967	0	0
0.374	1	9	38	5	3	22	1383	0	0
0.375	1	10	38	6	9	16	903	0	0
0.376	1	10	38	7	9	16	903	0	0
0.377	1	10	38	8	9	18	967	0	0
0.378	1	10	38	9	9	18	967	0	0
0.379	1	10	38	10	9	10	469	0	0
0.38	1	7	39	1	2	20	1191	0	0
0.381	1	10	39	2	9	12	597	0	0
0.382	1	10	39	3	9	12	597	0	0
0.383	1	10	39	4	9	12	597	0	0
0.384	1	10	39	5	9	12	597	0	0
0.385	1	10	39	6	9	18	967	0	0
0.386	1	10	39	7	9	18	967	0	0
0.387	1	8	39	8	11	22	1383	0	0
0.388	1	8	39	9	11	22	1383	0	0
0.389	1	8	39	10	11	20	1191	0	0
0.39	1	4	40	1	1	24	1620	0	0
0.391	1	4	40	2	1	24	1620	0	0
0.392	1	4	40	3	1	26	1836	0	0
0.393	1	4	40	4	1	26	1836	0	0
0.394	1	9	40	5	3	22	1383	0	0
0.395	1	9	40	6	3	22	1383	0	0
0.396	1	9	40	7	3	24	1620	0	0
0.397	1	9	40	8	3	24	1620	0	0
0.398	1	10	40	9	9	14	775	0	0
0.399	1	10	40	10	9	20	1191	0	0
0.4	1	10	41	1	9	20	1191	0	0
0.401	1	10	41	2	9	20	1191	0	0
0.402	1	10	41	3	9	20	1191	0	0
0.403	1	10	41	4	9	14	775	0	0
0.404	1	10	41	5	9	14	775	0	0
0.405	1	10	41	6	9	20	1191	0	0
0.406	1	10	41	7	9	20	1191	0	0
0.407	1	7	41	8	2	22	1383	0	0
0.408	1	9	41	9	3	20	1191	0	0
0.409	1	10	41	10	9	24	1620	0	0
0.41	1	10	42	1	9	24	1620	0	0
0.411	1	10	42	2	9	24	1620	0	0
0.412	1	10	42	3	9	24	1620	0	0
0.413	1	10	42	4	9	16	903	0	0
0.414	1	10	42	5	9	16	903	0	0
0.415	1	10	42	6	9	18	967	0	0
0.416	1	10	42	7	9	18	967	0	0
0.417	1	10	42	8	9	18	967	0	0
0.418	1	10	42	9	9	18	967	0	0
0.419	1	10	42	10	9	28	2196	0	0
0.42	1	10	43	1	9	28	2196	0	0
0.421	1	10	43	2	9	24	1620	0	0
0.422	1	10	43	3	9	24	1620	0	0
0.423	1	10	43	4	9	22	1383	0	0
0.424	1	10	43	5	9	22	1383	0	0
0.425	1	10	43	6	9	26	1836	0	0
0.426	1	10	43	7	9	26	1836	0	0
0.427	1	10	43	8	9	20	1191	0	0
0.428	1	10	43	9	9	20	1191	0	0
0.429	1	9	43	10	3	26	1836	0	0
0.43	1	9	44	1	3	28	2196	0	0
0.431	1	10	44	2	9	22	1383	0	0
0.432	1	10	44	3	9	22	1383	0	0
0.433	1	10	44	4	9	22	1383	0	0
0.434	1	10	44	5	9	22	1383	0	0
0.435	1	10	44	6	9	20	1191	0	0
0.436	1	10	44	7	9	20	1191	0	0
0.437	1	10	44	8	9	22	1383	0	0
0.438	1	10	44	9	9	22	1383	0	0
0.439	1	10	44	10	9	22	1383	0	0
0.44	1	10	45	1	9	22	1383	0	0
0.441	1	10	45	2	9	20	1191	0	0
0.442	1	10	45	3	9	20	1191	0	0
0.443	1	10	45	4	9	14	775	0	0
0.444	1	10	45	5	9	14	775	0	0
0.445	1	10	45	6	9	22	1383	0	0
0.446	1	10	45	7	9	22	1383	0	0
0.447	1	10	45	8	9	18	967	0	0
0.448	1	10	45	9	9	18	967	0	0
0.449	1	8	45	10	11	22	1383	0	0
0.45	1	8	46	1	11	22	1383	0	0
0.451	1	10	46	2	9	14	775	0	0
0.452	1	10	46	3	9	14	775	0	0
0.453	1	8	46	4	11	18	967	0	0
0.454	1	8	46	5	11	18	967	0	0
0.455	1	10	46	6	9	16	903	0	0
0.456	1	10	46	7	9	16	903	0	0
0.457	1	10	46	8	9	22	1383	0	0
0.458	1	10	46	9	9	22	1383	0	0
0.459	1	10	46	10	9	20	1191	0	0
0.46	1	10	47	1	9	20	1191	0	0
0.461	1	10	47	2	9	20	1191	0	0
0.462	1	10	47	3	9	20	1191	0	0
0.463	1	10	47	4	9	14	775	0	0
0.464	1	9	47	5	3	26	1836	0	0
0.465	1	9	47	6	3	26	1836	0	0
0.466	1	10	47	7	9	18	967	0	0
0.467	1	9	47	8	3	22	1383	0	0
0.468	1	9	47	9	3	20	1191	0	0
0.469	1	10	47	10	9	20	1191	0	0
0.47	1	10	48	1	9	20	1191	0	0
0.471	1	10	48	2	9	22	1383	0	0
0.472	1	10	48	3	9	22	1383	0	0
0.473	1	8	48	4	11	18	967	0	0
0.474	1	8	48	5	11	18	967	0	0
0.475	1	10	48	6	9	22	1383	0	0
0.476	1	10	48	7	9	22	1383	0	0
0.477	1	10	48	8	9	20	1191	0	0
0.478	1	10	48	9	9	20	1191	0	0
0.479	1	10	48	10	9	20	1191	0	0
0.48	1	10	49	1	9	20	1191	0	0
0.481	1	10	49	2	9	24	1620	0	0
0.482	1	10	49	3	9	24	1620	0	0
0.483	1	10	49	4	9	24	1620	0	0
0.484	1	10	49	5	9	24	1620	0	0
0.485	1	8	49	6	11	22	1383	0	0
0.486	1	9	49	7	3	22	1383	0	0
0.487	1	10	49	8	9	20	1191	0	0
0.488	1	10	49	9	9	20	1191	0	0
0.489	1	10	49	10	9	22	1383	0	0
0.49	1	10	50	1	9	22	1383	0	0
0.491	1	10	50	2	9	20	1191	0	0
0.492	1	10	50	3	9	20	1191	0	0
0.493	1	10	50	4	9	22	1383	0	0
0.494	1	10	50	5	9	22	1383	0	0
0.495	1	10	50	6	9	24	1620	0	0
0.496	1	10	50	7	9	24	1620	0	0
0.497	1	10	50	8	9	22	1383	0	0
0.498	1	10	50	9	9	22	1383	0	0
0.499	1	10	50	10	9	18	967	0	0
0.5	1	10	51	1	9	18	967	0	0
0.501	1	10	51	2	9	14	775	0	0
0.502	1	10	51	3	9	14	775	0	0
0.503	1	10	51	4	9	22	1383	0	0
0.504	1	10	51	5	9	22	1383	0	0
0.505	1	10	51	6	9	18	967	0	0
0.506	1	10	51	7	9	18	967	0	0
0.507	1	10	51	8	9	18	967	0	0
0.508	1	9	51	9	3	24	1620	0	0
0.509	1	9	51	10	3	24	1620	0	0
0.51	1	9	52	1	3	18	967	0	0
0.511	1	9	52	2	3	18	967	0	0
0.512	1	9	52	3	3	20	1191	0	0
0.513	1	9	52	4	3	20	1191	0	0
0.514	1	9	52	5	3	22	1383	0	0
0.515	1	9	52	6	3	22	1383	0	0
0.516	1	10	52	7	9	14	775	0	0
0.517	1	7	52	8	2	20	1191	0	0
0.518	1	7	52	9	2	22	1383	0	0
0.519	1	10	52	10	9	22	1383	0	0
0.52	1	10	53	1	9	22	1383	0	0
0.521	1	10	53	2	9	28	2196	0	0
0.522	1	10	53	3	9	28	2196	0	0
0.523	1	10	53	4	9	22	1383	0	0
0.524	1	10	53	5	9	22	1383	0	0
0.525	1	10	53	6	9	20	1191	0	0
0.526	1	10	53	7	9	20	1191	0	0
0.527	1	10	53	8	9	26	1836	0	0
0.528	1	10	53	9	9	26	1836	0	0
0.529	1	10	53	10	9	20	1191	0	0
0.53	1	10	54	1	9	20	1191	0	0
0.531	1	10	54	2	9	14	775	0	0
0.532	1	10	54	3	9	14	775	0	0
0.533	1	8	54	4	11	20	1191	0	0
0.534	1	8	54	5	11	20	1191	0	0
0.535	1	10	54	6	9	18	967	0	0
0.536	1	10	54	7	9	18	967	0	0
0.537	1	10	54	8	9	18	967	0	0
0.538	1	10	54	9	9	18	967	0	0
0.539	1	8	54	10	11	22	1383	0	0
0.54	1	9	55	1	3	22	1383	0	0
0.541	1	9	55	2	3	22	1383	0	0
0.542	1	10	55	3	9	14	775	0	0
0.543	1	10	55	4	9	22	1383	0	0
0.544	1	10	55	5	9	22	1383	0	0
0.545	1	10	55	6	9	22	1383	0	0
0.546	1	10	55	7	9	22	1383	0	0
0.547	1	10	55	8	9	18	967	0	0
0.548	1	10	55	9	9	18	967	0	0
0.549	1	10	55	10	9	22	1383	0	0
0.55	1	10	56	1	9	22	1383	0	0
0.551	1	6	56	2	12	22	1383	0	0
0.552	1	6	56	3	12	22	1383	0	0
0.553	1	10	56	4	9	22	1383	0	0
0.554	1	10	56	5	9	22	1383	0	0
0.555	1	10	56	6	9	22	1383	0	0
0.556	1	10	56	7	9	22	1383	0	0
0.557	1	10	56	8	9	14	775	0	0
0.558	1	10	56	9	9	14	775	0	0
0.559	1	10	56	10	9	26	1836	0	0
0.56	1	10	57	1	9	26	1836	0	0
0.561	1	10	57	2	9	26	1836	0	0
0.562	1	10	57	3	9	26	1836	0	0
0.563	1	8	57	4	11	20	1191	0	0
0.564	1	9	57	5	3	22	1383	0	0
0.565	1	10	57	6	9	22	1383	0	0
0.566	1	10	57	7	9	22	1383	0	0
0.567	1	10	57	8	9	22	1383	0	0
0.568	1	10	57	9	9	22	1383	0	0
0.569	1	9	57	10	3	20	1191	0	0
0.57	1	9	58	1	3	12	597	0	0
0.571	1	10	58	2	9	20	1191	0	0
0.572	1	10	58	3	9	20	1191	0	0
0.573	1	10	58	4	9	16	903	0	0
0.574	1	10	58	5	9	16	903	0	0
0.575	1	8	58	6	11	20	1191	0	0
0.576	1	9	58	7	3	22	1383	0	0
0.577	1	9	58	8	3	22	1383	0	0
0.578	1	9	58	9	3	22	1383	0	0
0.579	1	9	58	10	3	22	1383	0	0
0.58	1	7	59	1	2	20	1191	0	0
0.581	1	7	59	2	2	20	1191	0	0
0.582	1	7	59	3	2	28	2196	0	0
0.583	1	7	59	4	2	28	2196	0	0
0.584	1	7	59	5	2	28	2196	0	0
0.585	1	10	59	6	9	22	1383	0	0
0.586	1	10	59	7	9	22	1383	0	0
0.587	1	10	59	8	9	26	1836	0	0
0.588	1	10	59	9	9	26	1836	0	0
0.589	1	10	59	10	9	24	1620	0	0
0.59	1	10	60	1	9	24	1620	0	0
0.591	1	10	60	2	9	18	967	0	0
0.592	1	10	60	3	9	18	967	0	0
0.593	1	10	60	4	9	22	1383	0	0
0.594	1	10	60	5	9	22	1383	0	0
0.595	1	10	60	6	9	18	967	0	0
0.596	1	9	60	7	3	24	1620	0	0
0.597	1	9	60	8	3	24	1620	0	0
0.598	1	10	60	9	9	18	967	0	0
0.599	1	10	60	10	9	14	775	0	0
0.6	1	10	61	1	9	14	775	0	0
0.601	1	4	61	2	1	20	1191	0	0
0.602	1	9	61	3	3	20	1191	0	0
0.603	1	9	61	4	3	20	1191	0	0
0.604	1	9	61	5	3	18	967	0	0
0.605	1	10	61	6	9	18	967	0	0
0.606	1	10	61	7	9	18	967	0	0
0.607	1	10	61	8	9	22	1383	0	0
0.608	1	10	61	9	9	22	1383	0	0
0.609	1	6	61	10	12	24	1620	0	0
0.61	1	6	62	1	12	24	1620	0	0
0.611	1	10	62	2	9	28	2196	0	0
0.612	1	10	62	3	9	28	2196	0	0
0.613	1	10	62	4	9	26	1836	0	0
0.614	1	10	62	5	9	26	1836	0	0
0.615	1	10	62	6	9	14	775	0	0
0.616	1	10	62	7	9	14	775	0	0
0.617	1	10	62	8	9	18	967	0	0
0.618	1	10	62	9	9	18	967	0	0
0.619	1	8	62	10	11	18	967	0	0
0.62	1	9	63	1	3	22	1383	0	0
0.621	1	10	63	2	9	20	1191	0	0
0.622	1	10	63	3	9	20	1191	0	0
0.623	1	10	63	4	9	18	967	0	0
0.624	1	10	63	5	9	18	967	0	0
0.625	1	10	63	6	9	20	1191	0	0
0.626	1	10	63	7	9	20	1191	0	0
0.627	1	9	63	8	3	24	1620	0	0
0.628	1	9	63	9	3	26	1836	0	0
0.629	1	9	63	10	3	26	1836	0	0
0.63	1	10	64	1	9	18	967	0	0
0.631	1	9	64	2	3	22	1383	0	0
0.632	1	10	64	3	9	14	775	0	0
0.633	1	10	64	4	9	26	1836	0	0
