19	0	0	0	
20	0	0	0	
21	0	0	0	
22	0	0	0	
23	0	0	0	
24	0	0	0	
25	0	0	0	
26	0	0	0	
33	0	0	0	
34	0	0	0	
35	0	0	0	
36	0	0	0	
37	0	0	0	
38	0	0	0	
39	0	0	0	
40	0	0	0	
41	0	0	0	
42	0	0	0	
49	0	0	0	
50	0	0	0	
51	0	0	0	
52	0	0	366.176	
53	0	0	366.176	
54	0	0	366.176	
55	0	0	366.176	
56	0	0	366.176	
57	1490.37	445.36	7231.98	
58	1490.37	445.36	7231.98	
65	1490.37	445.36	7231.98	
66	1490.37	445.36	7231.98	
67	1490.37	445.36	7231.98	
68	3353.33	10800	7231.98	
69	3353.33	10800	7231.98	
70	8197.03	6791.74	7231.98	
71	8197.03	6791.74	5584.19	
72	1490.37	10800	5584.19	
73	1490.37	10800	6865.81	
74	0	8795.86	6865.81	
81	0	8795.86	5584.19	
82	0	6791.74	5584.19	
83	0	6791.74	5584.19	
84	5588.88	12581.4	5584.19	
85	5588.88	12581.4	10344.5	
86	8197.03	6791.74	10344.5	
87	8197.03	6791.74	12175.4	
88	13785.9	6791.74	12175.4	
89	13785.9	6791.74	10344.5	
90	11922.9	4119.58	10344.5	
97	11922.9	4119.58	7231.98	
98	0	4119.58	7231.98	
99	0	4119.58	6865.81	
100	8197.03	1670.1	6865.81	
101	8197.03	1670.1	7231.98	
102	8197.03	8795.86	7231.98	
103	8197.03	8795.86	7231.98	
104	0	10800	7231.98	
105	0	10800	5584.19	
106	0	8795.86	5584.19	
113	0	8795.86	10344.5	
114	0	8795.86	10344.5	
115	0	8795.86	5584.19	
116	0	6791.74	5584.19	
117	0	6791.74	5584.19	
118	0	445.36	5584.19	
119	0	445.36	1373.16	
120	3353.33	1002.06	1373.16	
121	3353.33	1002.06	8879.78	
122	1490.37	6791.74	8879.78	
129	1490.37	6791.74	7231.98	
130	0	12581.4	7231.98	
131	0	12581.4	4302.57	
132	5588.88	12581.4	4302.57	
133	5588.88	12581.4	7231.98	
134	11922.9	6791.74	7231.98	
135	11922.9	6791.74	4302.57	
136	3353.33	10800	4302.57	
137	3353.33	10800	8879.78	
138	1490.37	14808.2	8879.78	
145	1490.37	14808.2	5584.19	
146	3353.33	10800	5584.19	
147	3353.33	10800	8879.78	
148	13785.9	445.36	8879.78	
149	13785.9	445.36	7231.98	
150	11922.9	5232.98	7231.98	
151	11922.9	5232.98	0	
152	0	1002.06	0	
153	0	1002.06	4302.57	
154	5588.88	6791.74	4302.57	
161	5588.88	6791.74	6865.81	
162	0	8350.5	6865.81	
163	0	8350.5	5584.19	
164	11922.9	5232.98	5584.19	
165	11922.9	5232.98	823.897	
166	13785.9	8795.86	823.897	
167	13785.9	8795.86	7231.98	
168	3353.33	10800	7231.98	
169	3353.33	10800	8879.78	
170	3353.33	4119.58	8879.78	
177	3353.33	4119.58	8879.78	
178	8197.03	8795.86	8879.78	
179	8197.03	8795.86	8879.78	
180	1490.37	8795.86	8879.78	
181	1490.37	8795.86	8879.78	
182	5588.88	445.36	8879.78	
183	5588.88	445.36	7231.98	
184	11922.9	6791.74	7231.98	
185	11922.9	6791.74	5584.19	
186	11922.9	5232.98	5584.19	
193	11922.9	5232.98	4302.57	
194	8197.03	5232.98	4302.57	
195	8197.03	5232.98	823.897	
196	3353.33	10800	823.897	
197	3353.33	10800	2929.41	
198	3353.33	6791.74	2929.41	
199	3353.33	6791.74	5584.19	
200	8197.03	8350.5	5584.19	
201	8197.03	8350.5	3387.13	
202	1490.37	10800	3387.13	
209	1490.37	10800	4302.57	
210	5588.88	4119.58	4302.57	
211	5588.88	4119.58	5584.19	
212	8197.03	8795.86	5584.19	
213	8197.03	8795.86	2013.97	
214	5588.88	10800	2013.97	
215	5588.88	10800	12175.4	
216	3353.33	8795.86	12175.4	
217	3353.33	8795.86	12175.4	
